Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances
robert-lewandowski,Barcelona,7.2151515151515,238.1,17,8,17.4338,3.22655253,380,153,533,20,5,0,41,91,2617,33
lamine-yamal,Barcelona,7.3257142857143,256.4,5,4,5.138,6.13099375,793,152,945,63,2,0,20,55,2045,35
joao-felix,Barcelona,7.0571428571429,197.6,7,3,8.3062,2.56542707,507,101,608,26,3,0,23,57,1492,28
raphinha,Barcelona,7.2962962962963,197.0,6,9,7.3474,4.95081539,455,111,566,24,3,1,21,58,1317,27
vitor-roque,Barcelona,6.5166666666667,78.2,2,0,2.4997,0.03229282,40,14,54,4,2,1,6,12,293,12
ferran-torres,Barcelona,6.9259259259259,187.0,7,2,5.5106,1.80653551,325,82,407,10,2,0,15,38,1185,28
pedri,Barcelona,7.1727272727273,157.8,2,2,2.1414,3.9400891,934,131,1065,15,3,0,4,11,1369,22
frenkie-de-jong,Barcelona,7.445,148.9,2,0,0.6997,4.8796073,1526,113,1639,13,7,0,4,7,1637,20
gavi,Barcelona,7.1333333333333,85.6,1,1,0.9486,1.37264491,481,45,526,12,5,0,4,9,943,12
ilkay-gundogan,Barcelona,7.4735294117647,254.1,5,8,7.2988,9.69657549,1916,210,2126,32,5,0,17,43,2817,34
fermin-lopez,Barcelona,6.9035714285714,193.3,7,0,7.4464,1.02207383,462,83,545,21,2,0,23,47,1314,29
oriol-romeu,Barcelona,6.84,171.0,0,1,0.7006,0.86125744,669,81,750,4,4,0,2,10,901,27
joao-cancelo,Barcelona,7.2466666666667,217.4,2,3,1.4802,6.07705712,1242,234,1476,57,5,0,9,30,2332,30
ronald-araujo,Barcelona,7.0166666666667,168.4,1,1,2.1166,1.54323914,1376,162,1538,8,6,0,9,23,1966,24
jules-kounde,Barcelona,7.1666666666667,236.5,1,2,2.0684,2.52822959,2156,214,2370,16,4,0,7,24,2719,33
alejandro-balde,Barcelona,6.8444444444444,123.2,0,1,0.1465,1.50707323,592,77,669,20,1,0,1,5,1378,18
andreas-christensen,Barcelona,6.8892857142857,192.9,2,2,0.9389,0.78162432,1402,88,1490,3,4,0,4,11,1900,28
pau-cubarsi,Barcelona,7.0058823529412,119.1,0,0,0.0921,0.31223815,1237,111,1348,3,3,0,0,3,1410,17
sergi-roberto,Barcelona,7.0384615384615,91.5,3,2,1.6639,0.76479224,552,56,608,3,4,0,4,9,818,13
marcos-alonso,Barcelona,7.02,35.1,0,0,0.0951,0.32722638,153,19,172,3,0,0,2,3,250,5
inigo-martinez,Barcelona,7.0055555555556,126.1,0,0,0.2945,0.4432569,885,115,1000,0,5,0,1,7,1122,18
fort-hector,Barcelona,6.75,40.5,0,2,0.0107,0.45944626,177,24,201,3,0,0,0,1,318,6
marc-andre-ter-stegen,Barcelona,7.1423076923077,185.7,0,0,0.0,0.06066905,759,101,860,0,3,0,0,0,2340,26
inaki-pena,Barcelona,6.64,66.4,0,0,,0.00277791,213,38,251,0,0,0,0,0,900,10
robert-lewandowski,Barcelona,7.2151515151515,238.1,17,8,17.4338,3.22655253,380,153,533,20,5,0,41,91,2617,33
lamine-yamal,Barcelona,7.3257142857143,256.4,5,4,5.138,6.13099375,793,152,945,63,2,0,20,55,2045,35
joao-felix,Barcelona,7.0571428571429,197.6,7,3,8.3062,2.56542707,507,101,608,26,3,0,23,57,1492,28
raphinha,Barcelona,7.2962962962963,197.0,6,9,7.3474,4.95081539,455,111,566,24,3,1,21,58,1317,27
vitor-roque,Barcelona,6.5166666666667,78.2,2,0,2.4997,0.03229282,40,14,54,4,2,1,6,12,293,12
ferran-torres,Barcelona,6.9259259259259,187.0,7,2,5.5106,1.80653551,325,82,407,10,2,0,15,38,1185,28
pedri,Barcelona,7.1727272727273,157.8,2,2,2.1414,3.9400891,934,131,1065,15,3,0,4,11,1369,22
frenkie-de-jong,Barcelona,7.445,148.9,2,0,0.6997,4.8796073,1526,113,1639,13,7,0,4,7,1637,20
gavi,Barcelona,7.1333333333333,85.6,1,1,0.9486,1.37264491,481,45,526,12,5,0,4,9,943,12
ilkay-gundogan,Barcelona,7.4735294117647,254.1,5,8,7.2988,9.69657549,1916,210,2126,32,5,0,17,43,2817,34
fermin-lopez,Barcelona,6.9035714285714,193.3,7,0,7.4464,1.02207383,462,83,545,21,2,0,23,47,1314,29
oriol-romeu,Barcelona,6.84,171.0,0,1,0.7006,0.86125744,669,81,750,4,4,0,2,10,901,27
joao-cancelo,Barcelona,7.2466666666667,217.4,2,3,1.4802,6.07705712,1242,234,1476,57,5,0,9,30,2332,30
ronald-araujo,Barcelona,7.0166666666667,168.4,1,1,2.1166,1.54323914,1376,162,1538,8,6,0,9,23,1966,24
jules-kounde,Barcelona,7.1666666666667,236.5,1,2,2.0684,2.52822959,2156,214,2370,16,4,0,7,24,2719,33
alejandro-balde,Barcelona,6.8444444444444,123.2,0,1,0.1465,1.50707323,592,77,669,20,1,0,1,5,1378,18
andreas-christensen,Barcelona,6.8892857142857,192.9,2,2,0.9389,0.78162432,1402,88,1490,3,4,0,4,11,1900,28
pau-cubarsi,Barcelona,7.0058823529412,119.1,0,0,0.0921,0.31223815,1237,111,1348,3,3,0,0,3,1410,17
sergi-roberto,Barcelona,7.0384615384615,91.5,3,2,1.6639,0.76479224,552,56,608,3,4,0,4,9,818,13
marcos-alonso,Barcelona,7.02,35.1,0,0,0.0951,0.32722638,153,19,172,3,0,0,2,3,250,5
inigo-martinez,Barcelona,7.0055555555556,126.1,0,0,0.2945,0.4432569,885,115,1000,0,5,0,1,7,1122,18
fort-hector,Barcelona,6.75,40.5,0,2,0.0107,0.45944626,177,24,201,3,0,0,0,1,318,6
marc-andre-ter-stegen,Barcelona,7.1423076923077,185.7,0,0,0.0,0.06066905,759,101,860,0,3,0,0,0,2340,26
inaki-pena,Barcelona,6.64,66.4,0,0,,0.00277791,213,38,251,0,0,0,0,0,900,10
vinicius-junior,Real Madrid,7.36,184.0,15,5,12.818,4.28906445,467,129,596,63,7,0,38,76,1782,25
rodrygo,Real Madrid,7.303125,233.7,10,5,11.5591,3.55651405,819,95,914,57,2,0,36,85,2276,32
joselu,Real Madrid,6.8424242424242,225.8,9,2,11.6849,1.99366346,244,86,330,6,1,0,28,62,1590,33
jude-bellingham,Real Madrid,8.0740740740741,218.0,19,6,11.0173,4.25704514,1285,150,1435,48,5,1,34,61,2234,27
luka-modric,Real Madrid,7.3733333333333,221.2,2,6,1.2488,4.4507164,1321,132,1453,20,2,0,10,23,1587,30
arda-guler,Real Madrid,7.1222222222222,64.1,4,0,1.0775,0.33792097,129,19,148,7,1,0,4,11,300,9
toni-kroos,Real Madrid,7.61875,243.8,1,8,1.5828,5.73381272,2134,124,2258,5,3,0,12,34,2048,32
federico-valverde,Real Madrid,7.4028571428571,259.1,2,7,3.4868,3.31770395,1783,175,1958,22,2,0,18,54,2760,35
camavinga-eduardo,Real Madrid,7.1931034482759,208.6,0,2,0.9203,1.68013188,1100,105,1205,35,8,0,7,17,1720,29
aurelien-tchouameni,Real Madrid,7.1814814814815,193.9,3,1,1.2526,1.4459605,1371,119,1490,6,7,0,7,27,1992,27
brahim-diaz,Real Madrid,7.1896551724138,208.5,8,4,5.6252,4.41479576,576,89,665,53,0,0,16,37,1514,30
dani-ceballos,Real Madrid,6.8,108.8,0,2,0.2789,0.99687525,390,44,434,5,1,0,1,6,512,18
antonio-rudiger,Real Madrid,6.9451612903226,215.3,1,0,1.3827,1.01778543,1511,169,1680,1,7,0,2,16,2527,31
eder-militao,Real Madrid,6.95,41.7,0,0,0.1205,0.03417656,242,24,266,0,0,0,2,2,410,8
daniel-carvajal,Real Madrid,7.2384615384615,188.2,4,3,1.6194,3.08748235,1074,154,1228,9,2,1,10,17,2109,27
david-alaba,Real Madrid,7.1142857142857,99.6,0,1,0.9627,0.76605241,803,75,878,0,2,0,4,14,1156,14
ferland-mendy,Real Madrid,6.9227272727273,152.3,0,0,0.1029,0.68936467,1013,63,1076,13,5,0,0,3,1644,22
nacho-fernandez,Real Madrid,6.8777777777778,185.7,0,1,0.4888,0.85180534,1101,93,1194,2,3,2,1,5,1672,27
lucas-vazquez,Real Madrid,7.1961538461538,187.1,2,4,1.0167,3.04074097,739,99,838,21,0,0,6,11,1336,27
fran-garcia,Real Madrid,6.9826086956522,160.6,1,5,0.5227,1.82276884,664,83,747,8,2,0,1,9,1319,24
thibaut-courtois,Real Madrid,8.2666666666667,24.8,0,0,,0.01707808,70,10,80,0,0,0,0,0,270,3
andriy-lunin,Real Madrid,7.23,144.6,0,0,0.0,0.00852482,450,81,531,0,2,0,0,0,1800,20
kepa-arrizabalaga,Real Madrid,7.0615384615385,91.8,0,0,0.0,0.00470935,326,70,396,0,1,0,0,0,1170,13
vinicius-junior,Real Madrid,7.36,184.0,15,5,12.818,4.28906445,467,129,596,63,7,0,38,76,1782,25
rodrygo,Real Madrid,7.303125,233.7,10,5,11.5591,3.55651405,819,95,914,57,2,0,36,85,2276,32
joselu,Real Madrid,6.8424242424242,225.8,9,2,11.6849,1.99366346,244,86,330,6,1,0,28,62,1590,33
jude-bellingham,Real Madrid,8.0740740740741,218.0,19,6,11.0173,4.25704514,1285,150,1435,48,5,1,34,61,2234,27
luka-modric,Real Madrid,7.3733333333333,221.2,2,6,1.2488,4.4507164,1321,132,1453,20,2,0,10,23,1587,30
arda-guler,Real Madrid,7.1222222222222,64.1,4,0,1.0775,0.33792097,129,19,148,7,1,0,4,11,300,9
toni-kroos,Real Madrid,7.61875,243.8,1,8,1.5828,5.73381272,2134,124,2258,5,3,0,12,34,2048,32
federico-valverde,Real Madrid,7.4028571428571,259.1,2,7,3.4868,3.31770395,1783,175,1958,22,2,0,18,54,2760,35
camavinga-eduardo,Real Madrid,7.1931034482759,208.6,0,2,0.9203,1.68013188,1100,105,1205,35,8,0,7,17,1720,29
aurelien-tchouameni,Real Madrid,7.1814814814815,193.9,3,1,1.2526,1.4459605,1371,119,1490,6,7,0,7,27,1992,27
brahim-diaz,Real Madrid,7.1896551724138,208.5,8,4,5.6252,4.41479576,576,89,665,53,0,0,16,37,1514,30
dani-ceballos,Real Madrid,6.8,108.8,0,2,0.2789,0.99687525,390,44,434,5,1,0,1,6,512,18
antonio-rudiger,Real Madrid,6.9451612903226,215.3,1,0,1.3827,1.01778543,1511,169,1680,1,7,0,2,16,2527,31
eder-militao,Real Madrid,6.95,41.7,0,0,0.1205,0.03417656,242,24,266,0,0,0,2,2,410,8
daniel-carvajal,Real Madrid,7.2384615384615,188.2,4,3,1.6194,3.08748235,1074,154,1228,9,2,1,10,17,2109,27
david-alaba,Real Madrid,7.1142857142857,99.6,0,1,0.9627,0.76605241,803,75,878,0,2,0,4,14,1156,14
ferland-mendy,Real Madrid,6.9227272727273,152.3,0,0,0.1029,0.68936467,1013,63,1076,13,5,0,0,3,1644,22
nacho-fernandez,Real Madrid,6.8777777777778,185.7,0,1,0.4888,0.85180534,1101,93,1194,2,3,2,1,5,1672,27
lucas-vazquez,Real Madrid,7.1961538461538,187.1,2,4,1.0167,3.04074097,739,99,838,21,0,0,6,11,1336,27
fran-garcia,Real Madrid,6.9826086956522,160.6,1,5,0.5227,1.82276884,664,83,747,8,2,0,1,9,1319,24
thibaut-courtois,Real Madrid,8.2666666666667,24.8,0,0,,0.01707808,70,10,80,0,0,0,0,0,270,3
andriy-lunin,Real Madrid,7.23,144.6,0,0,0.0,0.00852482,450,81,531,0,2,0,0,0,1800,20
kepa-arrizabalaga,Real Madrid,7.0615384615385,91.8,0,0,0.0,0.00470935,326,70,396,0,1,0,0,0,1170,13
antoine-griezmann,Atlético Madrid,7.4806451612903,231.9,16,6,11.6827,5.71798465,968,203,1171,22,5,0,33,75,2474,31
memphis-depay,Atlético Madrid,6.8238095238095,143.3,5,1,5.7623,1.58658548,177,57,234,18,2,0,15,38,864,22
alvaro-morata,Atlético Madrid,6.98,209.4,14,2,12.9089,1.22161198,258,104,362,17,2,1,33,65,1849,30
angel-correa,Atlético Madrid,7.02,210.6,9,2,7.7466,3.20455633,350,94,444,26,3,0,20,39,1407,30
samuel-lino,Atlético Madrid,7.19375,230.2,3,4,4.5457,2.88834311,732,147,879,39,0,0,20,48,1957,32
rodrigo-de-paul,Atlético Madrid,7.265625,232.5,3,5,1.6749,5.75672164,1198,195,1393,26,6,0,12,28,1924,32
marcos-llorente,Atlético Madrid,6.98,244.3,6,3,4.0249,3.7134433,825,163,988,10,5,0,17,27,2390,35
koke,Atlético Madrid,7.046875,225.5,0,4,0.3926,2.78688586,1929,193,2122,5,4,0,2,9,2341,33
saul-niguez,Atlético Madrid,6.95,222.4,1,5,1.4741,2.06040423,538,117,655,8,8,0,4,16,1352,33
arthur-vermeeren,Atlético Madrid,6.5333333333333,19.6,0,0,,0.01447256,48,12,60,0,1,0,0,0,82,3
thomas-lemar,Atlético Madrid,6.6333333333333,19.9,0,0,0.1638,0.0772158,69,8,77,1,0,0,0,2,166,3
rodrigo-riquelme,Atlético Madrid,6.88125,220.2,3,5,2.7019,3.51771901,441,114,555,23,1,0,16,36,1459,32
pablo-barrios,Atlético Madrid,6.9875,167.7,0,1,0.926,1.02983448,724,119,843,35,5,0,7,17,1556,24
nahuel-molina,Atlético Madrid,6.8166666666667,204.5,2,3,1.2729,2.17743768,783,235,1018,16,4,1,5,12,1856,30
cesar-azpilicueta,Atlético Madrid,6.8727272727273,151.2,0,2,0.6468,1.89289426,722,119,841,1,4,0,2,2,1277,23
axel-witsel,Atlético Madrid,6.9794117647059,237.3,2,0,0.9884,0.24022226,1645,141,1786,5,5,0,3,7,2694,34
jose-maria-gimenez,Atlético Madrid,6.7952380952381,142.7,0,0,0.3913,0.06140433,530,83,613,2,5,0,1,7,1233,21
reinildo-mandava,Atlético Madrid,6.9666666666667,83.6,1,1,0.3537,0.4905852,295,46,341,8,1,0,2,4,687,14
mario-hermoso,Atlético Madrid,7.048275862069,204.4,0,1,1.3977,1.04000606,1498,221,1719,11,9,0,4,17,2446,29
stefan-savic,Atlético Madrid,6.8095238095238,143.0,0,0,0.3332,0.52947288,755,146,901,8,5,1,1,5,1545,22
gabriel-paulista,Atlético Madrid,6.8190476190476,143.2,0,0,0.5415,0.31377135,912,145,1057,0,4,1,1,8,1761,22
jan-oblak,Atlético Madrid,7.0333333333333,253.2,0,0,0.0,0.01990114,574,238,812,1,1,0,0,0,3240,36
antoine-griezmann,Atlético Madrid,7.4806451612903,231.9,16,6,11.6827,5.71798465,968,203,1171,22,5,0,33,75,2474,31
memphis-depay,Atlético Madrid,6.8238095238095,143.3,5,1,5.7623,1.58658548,177,57,234,18,2,0,15,38,864,22
alvaro-morata,Atlético Madrid,6.98,209.4,14,2,12.9089,1.22161198,258,104,362,17,2,1,33,65,1849,30
angel-correa,Atlético Madrid,7.02,210.6,9,2,7.7466,3.20455633,350,94,444,26,3,0,20,39,1407,30
samuel-lino,Atlético Madrid,7.19375,230.2,3,4,4.5457,2.88834311,732,147,879,39,0,0,20,48,1957,32
rodrigo-de-paul,Atlético Madrid,7.265625,232.5,3,5,1.6749,5.75672164,1198,195,1393,26,6,0,12,28,1924,32
marcos-llorente,Atlético Madrid,6.98,244.3,6,3,4.0249,3.7134433,825,163,988,10,5,0,17,27,2390,35
koke,Atlético Madrid,7.046875,225.5,0,4,0.3926,2.78688586,1929,193,2122,5,4,0,2,9,2341,33
saul-niguez,Atlético Madrid,6.95,222.4,1,5,1.4741,2.06040423,538,117,655,8,8,0,4,16,1352,33
arthur-vermeeren,Atlético Madrid,6.5333333333333,19.6,0,0,,0.01447256,48,12,60,0,1,0,0,0,82,3
thomas-lemar,Atlético Madrid,6.6333333333333,19.9,0,0,0.1638,0.0772158,69,8,77,1,0,0,0,2,166,3
rodrigo-riquelme,Atlético Madrid,6.88125,220.2,3,5,2.7019,3.51771901,441,114,555,23,1,0,16,36,1459,32
pablo-barrios,Atlético Madrid,6.9875,167.7,0,1,0.926,1.02983448,724,119,843,35,5,0,7,17,1556,24
nahuel-molina,Atlético Madrid,6.8166666666667,204.5,2,3,1.2729,2.17743768,783,235,1018,16,4,1,5,12,1856,30
cesar-azpilicueta,Atlético Madrid,6.8727272727273,151.2,0,2,0.6468,1.89289426,722,119,841,1,4,0,2,2,1277,23
axel-witsel,Atlético Madrid,6.9794117647059,237.3,2,0,0.9884,0.24022226,1645,141,1786,5,5,0,3,7,2694,34
jose-maria-gimenez,Atlético Madrid,6.7952380952381,142.7,0,0,0.3913,0.06140433,530,83,613,2,5,0,1,7,1233,21
reinildo-mandava,Atlético Madrid,6.9666666666667,83.6,1,1,0.3537,0.4905852,295,46,341,8,1,0,2,4,687,14
mario-hermoso,Atlético Madrid,7.048275862069,204.4,0,1,1.3977,1.04000606,1498,221,1719,11,9,0,4,17,2446,29
stefan-savic,Atlético Madrid,6.8095238095238,143.0,0,0,0.3332,0.52947288,755,146,901,8,5,1,1,5,1545,22
gabriel-paulista,Atlético Madrid,6.8190476190476,143.2,0,0,0.5415,0.31377135,912,145,1057,0,4,1,1,8,1761,22
jan-oblak,Atlético Madrid,7.0333333333333,253.2,0,0,0.0,0.01990114,574,238,812,1,1,0,0,0,3240,36
youssef-en-nesyri,Sevilla FC,6.941935483871,215.2,15,2,10.3171,0.83005993,183,105,288,9,4,0,29,69,2395,31
mariano-diaz,Sevilla FC,6.6857142857143,46.8,0,0,1.1584,0.09400162,30,15,45,1,1,0,1,13,240,7
alejo-veliz,Sevilla FC,6.475,25.9,0,0,0.2275,0.00398815,4,2,6,0,0,0,2,2,45,4
dodi-lukebakio,Sevilla FC,6.9047619047619,145.0,5,1,5.0916,0.98015274,237,46,283,29,0,0,15,36,970,21
rafa-mir,Sevilla FC,6.6933333333333,100.4,2,0,1.4265,0.09371746,60,25,85,2,1,0,7,15,404,15
romero-isaac,Sevilla FC,6.8285714285714,95.6,4,4,7.288,1.03541462,145,47,192,13,2,0,17,42,1050,14
hannibal-mejbri,Sevilla FC,6.65,26.6,0,0,0.0104,0.15521858,36,7,43,3,2,0,0,1,99,5
lucas-ocampos,Sevilla FC,7.0575757575758,232.9,4,3,5.1254,3.73679803,677,246,923,46,8,0,22,61,2705,33
erik-lamela,Sevilla FC,6.8416666666667,82.1,2,0,1.0019,0.67115188,135,22,157,7,3,0,4,9,491,13
suso,Sevilla FC,7.0344827586207,204.0,1,4,1.376,4.93018268,645,111,756,27,5,1,6,26,1514,29
adnan-januzaj,Sevilla FC,6.6875,53.5,0,0,0.5954,0.16869029,64,13,77,5,0,0,1,6,195,8
boubakary-soumare,Sevilla FC,6.8592592592593,185.2,0,0,0.0232,0.49472975,1067,116,1183,19,10,0,0,1,2204,27
lucien-agoume,Sevilla FC,6.9,69.0,0,0,0.1184,0.24667194,243,46,289,7,3,0,0,2,608,10
djibril-sow,Sevilla FC,6.8166666666667,163.6,1,1,1.5098,1.12118949,578,96,674,5,5,0,5,18,1473,24
oliver-torres,Sevilla FC,6.7846153846154,176.4,0,1,0.6255,2.54944225,691,134,825,11,3,0,3,9,1628,27
joan-jordan,Sevilla FC,6.7833333333333,40.7,0,0,0.1828,0.11483421,209,28,237,1,1,0,1,6,378,8
sergio-ramos,Sevilla FC,7.3461538461538,191.0,3,0,1.8264,0.37096343,1254,157,1411,5,7,1,11,26,2338,26
marcos-acuna,Sevilla FC,6.93,138.6,1,2,0.3113,2.06029144,491,122,613,10,7,0,4,9,1251,20
jesus-navas,Sevilla FC,6.8678571428571,192.3,0,2,0.146,2.62597039,721,200,921,13,6,1,2,7,1965,28
nemanja-gudelj,Sevilla FC,6.9047619047619,145.0,1,1,0.7956,0.44486182,901,142,1043,4,7,0,3,19,1733,21
tanguy-nianzou,Sevilla FC,6.5125,52.1,0,0,0.0305,0.02377286,134,17,151,2,3,0,0,1,331,8
loic-bade,Sevilla FC,7.0269230769231,182.7,0,1,0.9536,0.43851861,1019,211,1230,7,5,1,3,14,2114,26
marcao,Sevilla FC,6.76,33.8,0,0,,0.04878714,164,17,181,1,2,0,0,0,309,6
juanlu-sanchez,Sevilla FC,6.9,151.8,0,2,0.8596,1.0681121,398,84,482,22,2,0,2,11,1062,24
adria-pedrosa,Sevilla FC,6.8392857142857,191.5,1,4,0.5384,1.41798978,478,133,611,12,1,0,2,13,1635,29
kike-salas,Sevilla FC,6.9238095238095,145.4,3,0,0.8452,0.57796365,697,185,882,0,8,0,5,16,1482,21
marko-dmitrovic,Sevilla FC,6.9538461538462,90.4,0,0,0.0,0.016043,222,101,323,1,1,0,0,0,1170,13
orjan-nyland,Sevilla FC,7.0681818181818,155.5,0,0,0.0,0.03543252,343,285,628,0,1,0,0,0,1980,22
youssef-en-nesyri,Sevilla FC,6.941935483871,215.2,15,2,10.3171,0.83005993,183,105,288,9,4,0,29,69,2395,31
mariano-diaz,Sevilla FC,6.6857142857143,46.8,0,0,1.1584,0.09400162,30,15,45,1,1,0,1,13,240,7
alejo-veliz,Sevilla FC,6.475,25.9,0,0,0.2275,0.00398815,4,2,6,0,0,0,2,2,45,4
dodi-lukebakio,Sevilla FC,6.9047619047619,145.0,5,1,5.0916,0.98015274,237,46,283,29,0,0,15,36,970,21
rafa-mir,Sevilla FC,6.6933333333333,100.4,2,0,1.4265,0.09371746,60,25,85,2,1,0,7,15,404,15
romero-isaac,Sevilla FC,6.8285714285714,95.6,4,4,7.288,1.03541462,145,47,192,13,2,0,17,42,1050,14
hannibal-mejbri,Sevilla FC,6.65,26.6,0,0,0.0104,0.15521858,36,7,43,3,2,0,0,1,99,5
lucas-ocampos,Sevilla FC,7.0575757575758,232.9,4,3,5.1254,3.73679803,677,246,923,46,8,0,22,61,2705,33
erik-lamela,Sevilla FC,6.8416666666667,82.1,2,0,1.0019,0.67115188,135,22,157,7,3,0,4,9,491,13
suso,Sevilla FC,7.0344827586207,204.0,1,4,1.376,4.93018268,645,111,756,27,5,1,6,26,1514,29
adnan-januzaj,Sevilla FC,6.6875,53.5,0,0,0.5954,0.16869029,64,13,77,5,0,0,1,6,195,8
boubakary-soumare,Sevilla FC,6.8592592592593,185.2,0,0,0.0232,0.49472975,1067,116,1183,19,10,0,0,1,2204,27
lucien-agoume,Sevilla FC,6.9,69.0,0,0,0.1184,0.24667194,243,46,289,7,3,0,0,2,608,10
djibril-sow,Sevilla FC,6.8166666666667,163.6,1,1,1.5098,1.12118949,578,96,674,5,5,0,5,18,1473,24
oliver-torres,Sevilla FC,6.7846153846154,176.4,0,1,0.6255,2.54944225,691,134,825,11,3,0,3,9,1628,27
joan-jordan,Sevilla FC,6.7833333333333,40.7,0,0,0.1828,0.11483421,209,28,237,1,1,0,1,6,378,8
sergio-ramos,Sevilla FC,7.3461538461538,191.0,3,0,1.8264,0.37096343,1254,157,1411,5,7,1,11,26,2338,26
marcos-acuna,Sevilla FC,6.93,138.6,1,2,0.3113,2.06029144,491,122,613,10,7,0,4,9,1251,20
jesus-navas,Sevilla FC,6.8678571428571,192.3,0,2,0.146,2.62597039,721,200,921,13,6,1,2,7,1965,28
nemanja-gudelj,Sevilla FC,6.9047619047619,145.0,1,1,0.7956,0.44486182,901,142,1043,4,7,0,3,19,1733,21
tanguy-nianzou,Sevilla FC,6.5125,52.1,0,0,0.0305,0.02377286,134,17,151,2,3,0,0,1,331,8
loic-bade,Sevilla FC,7.0269230769231,182.7,0,1,0.9536,0.43851861,1019,211,1230,7,5,1,3,14,2114,26
marcao,Sevilla FC,6.76,33.8,0,0,,0.04878714,164,17,181,1,2,0,0,0,309,6
juanlu-sanchez,Sevilla FC,6.9,151.8,0,2,0.8596,1.0681121,398,84,482,22,2,0,2,11,1062,24
